S.No,English,Hindi
1030,"[ 155 ]  There were also salutary effects: commercial cropping, especially in the newly canalled Punjab, led to increased food production for internal consumption.","↑  अ   आ   इ   ई   उ   ऊ   ए   ऐ   ओ   औ   ""Report of the Commissioner for linguistic minorities: 50th report (जुलाई 2012 to जून 2013)""   (PDF) ."
1031,"[ 156 ]  The railway network provided critical famine relief, [ 157 ]  notably reduced the cost of moving goods, [ 157 ]  and helped nascent Indian-owned industry.","↑   Hindi is the official language, and Urdu is used for seven specific purposes, similar to those for which it is used in Bihar."
1032,[ 156 ],"2,901,474"
1033,,
1034,"1909 map of the British Indian Empire Jawaharlal Nehru  sharing a light moment with  Mahatma Gandhi , Mumbai, 6 July 1946","↑   ""Religion Data - Population of Hindu / Muslim / Sikh / Christian - Census 2011 India"" ."
1035,"After  World War I , in which approximately  one million Indians served , [ 158 ]  a new period began.",", Cambridge University Press, पृ॰ 374,  आई॰ऍस॰बी॰ऍन॰   978-0-521-53203-7"
1036,"It was marked by  British reforms  but also  repressive legislation , by more strident Indian calls for self-rule, and by the beginnings of a  nonviolent  movement of non-co-operation, of which  Mahatma Gandhi  would become the leader and enduring symbol.",↑   http://hindi.economictimes.indiatimes.com/business/business-news/govt-signed-agreement-with-lt-for-firearms/articleshow/58646476.cms   Archived  2020-03-14 at the  वेबैक मशीन  सेना के तोपों के लिए L&T से करार नवभारत टाईम्स १२ मई २०१७
1037,"[ 159 ]  During the 1930s, slow legislative reform was enacted by the British; the Indian National Congress won victories in the resulting elections.","Commissioner Linguistic Minorities,  43rd report: जुलाई 2004 - जून 2005 , पपृ॰ paras 6.1–6.2,  मूल  से 10 अप्रैल 2009 को पुरालेखित , अभिगमन तिथि 16 जुलाई 2007"
1038,"[ 160 ]  The next decade was beset with crises:  Indian participation in World War II , the Congress's final push for non-co-operation, and an upsurge of  Muslim nationalism .","↑   Sanskrit to be promoted with priority: Nishank  Nishank,  Sanskrit made official language ,  मूल  से 12 नवंबर 2011 को पुरालेखित , अभिगमन तिथि 28 दिसंबर 2009"
1039,"All were capped by the advent of independence in 1947, but tempered by the  partition of India  into two states: India and Pakistan.","""Assam government withdraws Assamese as official language in Barak Valley, restores Bengali"" ."
1040,[ 161 ],बेंगलुरु
1041,"Vital to India's self-image as an independent nation was its constitution, completed in 1950, which put in place a secular and democratic republic.","on Language in India , Central Institute of Indian Languages, Mysore,  मूल  से 28 सितंबर 2007 को पुरालेखित , अभिगमन तिथि 16 जुलाई 2007"
1042,"[ 162 ]   Economic liberalisation, which  began in the 1980s  and the collaboration with Soviet Union for technical know-how, [ 163 ]  has created a large urban middle class, transformed India into  one of the world's fastest-growing economies , [ 164 ]  and increased its geopolitical clout.","(a)  Dyson, Tim (20 सितम्बर 2018),  A Population History of India: From the First Modern People to the Present Day , ऑक्सफोर्ड यूनिवर्सिटी प्रेस, पृ॰ 48,  आई॰ऍस॰बी॰ऍन॰   978-0-19-256430-6 ; (b)  Asher, Catherine B.; Talbot, Cynthia (2006),  India Before Europe , Cambridge University Press, पृ॰ 52,  आई॰ऍस॰बी॰ऍन॰   978-0-521-80904-7"
1043,"Yet, India is also shaped by seemingly unyielding poverty, both rural and urban; [ 165 ]  by  religious  and  caste-related violence ; [ 166 ]  by  Maoist-inspired Naxalite insurgencies ; [ 167 ]  and by  separatism in Jammu and Kashmir  and  in Northeast India .","↑   The National Commission for Linguistic Minorities, 1950 (ibid) makes no mention of Chhattisgarhi as an additional state language, despite the 2007 notification of the State Govt, presumably because Chhattisgarhi is considered as a dialect of Hindi."
1044,[ 168 ]  It has unresolved territorial disputes with  China [ 169 ]  and with  Pakistan .,"↑   ""A – 2 Decadal Variation in Population Since 1901""   (PDF) ."
1045,"[ 169 ]  India's sustained democratic freedoms are unique among the world's newer nations; however, in spite of its recent economic successes, freedom from want for its disadvantaged population remains a goal yet to be achieved.","↑   Article 145   Archived  2012-05-07 at the  वेबैक मशीन  of the  जम्मू और कश्मीर का संविधान  makes Urdu the official language of the state, but provides for the continued use of English for all official purposes."
1046,[ 170 ],नागपुर
1047,,
1048,Geography,परिवार आकार
1049,Main article:  Geography of India,यह भी देंखे –  भारत के शहर
1050,"India accounts for the bulk of the Indian subcontinent, lying atop the  Indian tectonic plate , a part of the  Indo-Australian Plate .","↑   The Chhattisgarh Official Language (Amendment) Act, 2007 added "" छत्तीसगढ़ी "" as an official language of the state, in addition to Hindi."
1051,"[ 171 ]  India's defining geological processes began 75 million years ago when the Indian Plate, then part of the southern supercontinent  Gondwana , began a north-eastward  drift  caused by  seafloor spreading  to its south-west, and later, south and south-east.","↑   Section 2(f) of the Manipur Official Language Act, 1979 states that the official language of Manipur is the Manipuri language (an older English name for the Meitei language) written in the  बंगाली लिपि ."
